10-12-2015 03:24:50 |--| STATUS : ERROR |--| CODE : nn |--| RATE : B2-CREDITCARD-8000 |--| COMPTElogin : test
11-12-2015 04:15:27 |--| STATUS : OK |--| CODE : PDUU9ZUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anto02370
11-12-2015 04:16:48 |--| STATUS : OK |--| CODE : 8EZUKJRG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : anto02370
11-12-2015 05:04:59 |--| STATUS : ERROR |--| CODE : C583647A |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
11-12-2015 05:05:15 |--| STATUS : ERROR |--| CODE : CTZ7384S |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
11-12-2015 05:05:49 |--| STATUS : ERROR |--| CODE : C583647A |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
11-12-2015 05:06:36 |--| STATUS : ERROR |--| CODE : CEMT2RYK |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
11-12-2015 05:07:25 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : securitue1
11-12-2015 05:07:52 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
11-12-2015 05:09:06 |--| STATUS : OK |--| CODE : uc7udt2g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : wxcvbnvalentin02880
11-12-2015 05:14:24 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-400 |--| COMPTElogin : securitue1
11-12-2015 05:14:36 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : securitue1
11-12-2015 05:14:46 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-300 |--| COMPTElogin : securitue1
11-12-2015 05:15:00 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-900 |--| COMPTElogin : securitue1
11-12-2015 05:15:08 |--| STATUS : ERROR |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-400 |--| COMPTElogin : securitue1
11-12-2015 05:17:18 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-400 |--| COMPTElogin : securitue1
11-12-2015 05:17:31 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-250 |--| COMPTElogin : securitue1
11-12-2015 05:17:39 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : securitue1
11-12-2015 05:17:48 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-400 |--| COMPTElogin : securitue1
11-12-2015 05:17:55 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : securitue1
11-12-2015 05:18:50 |--| STATUS : ERROR |--| CODE : c7htvwnp |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : securitue1
11-12-2015 05:19:24 |--| STATUS : ERROR |--| CODE : C9BU3MDW |--| RATE : PAYPAL-500 |--| COMPTElogin : securitue1
11-12-2015 05:19:34 |--| STATUS : OK |--| CODE : C9BU3MDW |--| RATE : B2-CREDITCARD-350 |--| COMPTElogin : securitue1
11-12-2015 05:20:09 |--| STATUS : OK |--| CODE : C7HTVWNP |--| RATE : B2-CREDITCARD-350 |--| COMPTElogin : securitue1
11-12-2015 07:10:30 |--| STATUS : OK |--| CODE : P2742AHG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : riricorleone
11-12-2015 07:44:15 |--| STATUS : OK |--| CODE : crb7uzug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 07:45:04 |--| STATUS : OK |--| CODE : zraak2ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 07:59:12 |--| STATUS : OK |--| CODE : zgfeeezg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:00:04 |--| STATUS : OK |--| CODE : i2uu4c7g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:00:43 |--| STATUS : OK |--| CODE : 97rwmg1g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:01:34 |--| STATUS : ERROR |--| CODE : 2agdnuhg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:01:53 |--| STATUS : ERROR |--| CODE : 2AGDNUHG  |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:02:50 |--| STATUS : ERROR |--| CODE : 2AGDmUHG  |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:03:02 |--| STATUS : ERROR |--| CODE : eAGDNUHG  |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:03:33 |--| STATUS : ERROR |--| CODE : 2AGDNUaG  |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:04:16 |--| STATUS : ERROR |--| CODE : 2agdnuzg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:04:23 |--| STATUS : ERROR |--| CODE : 2agdnueg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:09:23 |--| STATUS : OK |--| CODE : mzgu4ucg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:10:11 |--| STATUS : OK |--| CODE : dc7ui7mg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 08:11:50 |--| STATUS : OK |--| CODE : ihgt6pwg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Ryvened
11-12-2015 10:49:21 |--| STATUS : OK |--| CODE : 7lch1jcg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 10:49:30 |--| STATUS : OK |--| CODE : muii8cdg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 10:49:36 |--| STATUS : OK |--| CODE : p83la6wg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 10:49:45 |--| STATUS : OK |--| CODE : 4npbqufg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 10:50:05 |--| STATUS : OK |--| CODE : fb6gzz7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 10:53:12 |--| STATUS : OK |--| CODE : ek9b2bgs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thesurablack
11-12-2015 11:05:51 |--| STATUS : OK |--| CODE : 6fe49urg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 11:14:48 |--| STATUS : OK |--| CODE : hi1fhfwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 11:24:49 |--| STATUS : OK |--| CODE : pa4wanes |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thesurablack
11-12-2015 11:30:28 |--| STATUS : OK |--| CODE : 6rhc2556 |--| RATE : AL-BE-AUDIOTEL-125 |--| COMPTElogin : Trickmaniop
11-12-2015 11:37:23 |--| STATUS : OK |--| CODE : 7c2uculg |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : Trickmaniop
11-12-2015 11:41:54 |--| STATUS : OK |--| CODE : 227w7mug |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : Trickmaniop
11-12-2015 11:45:17 |--| STATUS : OK |--| CODE : azcu8w1g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : monkeykenzo
11-12-2015 11:47:42 |--| STATUS : OK |--| CODE : t77fqufs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : weedy75
11-12-2015 12:23:25 |--| STATUS : OK |--| CODE : r23hwmeg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : ulrick972
11-12-2015 12:24:23 |--| STATUS : OK |--| CODE : 7u7jmmms |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : dragouneloulou59
11-12-2015 12:31:26 |--| STATUS : OK |--| CODE : CQ98VNUH |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : bellito
11-12-2015 12:42:32 |--| STATUS : OK |--| CODE : ahuuwmng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 12:42:39 |--| STATUS : OK |--| CODE : jkbi7mng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 12:42:45 |--| STATUS : OK |--| CODE : k4lfmmqg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 12:42:52 |--| STATUS : OK |--| CODE : mb6u9fng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 12:42:58 |--| STATUS : OK |--| CODE : tfem37kg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 12:43:33 |--| STATUS : OK |--| CODE : jwngpcig |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 13:01:43 |--| STATUS : OK |--| CODE : 61q7i3eg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babalebof
11-12-2015 13:10:32 |--| STATUS : OK |--| CODE : 1gtu97hg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 13:11:35 |--| STATUS : OK |--| CODE : i1ece66g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pierre64190
11-12-2015 13:17:36 |--| STATUS : OK |--| CODE : 9k8ill6s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : moon444
11-12-2015 13:18:50 |--| STATUS : OK |--| CODE : rpw7a8us |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : moon444
11-12-2015 13:20:12 |--| STATUS : OK |--| CODE : K98uurds |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1236
11-12-2015 13:21:36 |--| STATUS : OK |--| CODE : L9k9h8is |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1236
11-12-2015 13:22:18 |--| STATUS : OK |--| CODE : ZBZ4UNUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Nazex54370
11-12-2015 13:24:05 |--| STATUS : OK |--| CODE : L47AC2KG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Nazex54370
11-12-2015 13:24:05 |--| STATUS : OK |--| CODE : Z7akhw3s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1236
11-12-2015 13:25:30 |--| STATUS : OK |--| CODE : Kfqi7hds |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : thomson1236
11-12-2015 13:26:43 |--| STATUS : OK |--| CODE : nmuh16zg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitdav
11-12-2015 13:27:41 |--| STATUS : OK |--| CODE : d727wtug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitdav
11-12-2015 13:40:56 |--| STATUS : OK |--| CODE : 1mugbb9g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : jeremydu77
11-12-2015 13:42:02 |--| STATUS : OK |--| CODE : mwu2guwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jeremydu77
11-12-2015 13:43:14 |--| STATUS : OK |--| CODE : l4lu941g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jeremydu77
11-12-2015 13:46:52 |--| STATUS : OK |--| CODE : 9tr7r26g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : aymeric1800
11-12-2015 13:49:29 |--| STATUS : OK |--| CODE : k2qitlng |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : jeremydu77
11-12-2015 14:04:56 |--| STATUS : OK |--| CODE : uulcqcug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jeremydu88
11-12-2015 14:05:48 |--| STATUS : OK |--| CODE : f1ugf8fg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : jeremydu88
11-12-2015 14:07:11 |--| STATUS : OK |--| CODE : 7t2aw14g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : aloxncosacri
11-12-2015 14:18:56 |--| STATUS : OK |--| CODE : 7rethelg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
11-12-2015 14:19:51 |--| STATUS : OK |--| CODE : 9pru74gg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
11-12-2015 14:20:39 |--| STATUS : OK |--| CODE : 9uu4u74g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
11-12-2015 14:21:36 |--| STATUS : OK |--| CODE : t7khwwng |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
11-12-2015 14:37:16 |--| STATUS : OK |--| CODE : mtu8l7ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mehdde
11-12-2015 14:38:58 |--| STATUS : OK |--| CODE : wa8pq1gg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mehdde
11-12-2015 15:18:26 |--| STATUS : OK |--| CODE : u498ln1s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : moifab
11-12-2015 15:19:09 |--| STATUS : ERROR |--| CODE : evs95f2t |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : pliplin
11-12-2015 15:35:41 |--| STATUS : OK |--| CODE : CNXVMR2J |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : Lloytos74
11-12-2015 15:39:20 |--| STATUS : OK |--| CODE : C2ZG98KC |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : Lloytos74
11-12-2015 15:53:07 |--| STATUS : OK |--| CODE : UHMU682G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Claairsoleil
11-12-2015 15:54:16 |--| STATUS : OK |--| CODE : KD7U4ZGG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Claairsoleil
11-12-2015 15:56:14 |--| STATUS : OK |--| CODE : euweqt6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : xxvegas2010
11-12-2015 15:57:10 |--| STATUS : OK |--| CODE : n8p4wz7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : xxvegas2010
11-12-2015 15:57:45 |--| STATUS : OK |--| CODE : CTN5DYJF |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : Lloytos
11-12-2015 15:58:40 |--| STATUS : OK |--| CODE : 8jlkjjcg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : xxvegas2010
11-12-2015 15:59:12 |--| STATUS : OK |--| CODE : CK647UDG |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : Lloytos
11-12-2015 15:59:16 |--| STATUS : OK |--| CODE : e89ngpds |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : eddylionnel
11-12-2015 15:59:44 |--| STATUS : OK |--| CODE : uluqw97g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : xxvegas2010
11-12-2015 16:31:58 |--| STATUS : OK |--| CODE : CTB9XJYU |--| RATE : B2-CREDITCARD-3500 |--| COMPTElogin : Neo8
11-12-2015 16:58:11 |--| STATUS : OK |--| CODE : k118eekg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : xenon67
11-12-2015 16:59:22 |--| STATUS : OK |--| CODE : 1zuubulg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : xenon67
11-12-2015 17:01:26 |--| STATUS : ERROR |--| CODE : 6F6LI3UG |--| RATE :  |--| COMPTElogin : YaMinoKuNi
11-12-2015 17:04:22 |--| STATUS : OK |--| CODE : P7wau2mg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Axoulette
11-12-2015 17:05:23 |--| STATUS : OK |--| CODE : 6f6li3ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : YaMinoKuNi
11-12-2015 17:12:34 |--| STATUS : OK |--| CODE : GCMKP7QL |--| RATE : EU-BE-SMS-150 |--| COMPTElogin : eddyeddv
11-12-2015 17:30:00 |--| STATUS : ERROR |--| CODE : JU26569U63 |--| RATE : NEOSURF-2000 |--| COMPTElogin : lovepatafix5
11-12-2015 17:30:32 |--| STATUS : ERROR |--| CODE : ju26569u63 |--| RATE : NEOSURF-2000 |--| COMPTElogin : lovepatafix5
11-12-2015 17:32:09 |--| STATUS : OK |--| CODE : nrvnjqgw |--| RATE : NEOSURF-2000 |--| COMPTElogin : lovepatafix5
11-12-2015 17:32:34 |--| STATUS : ERROR |--| CODE : nrvnjqgw |--| RATE : NEOSURF-2000 |--| COMPTElogin : lovepatafix5
11-12-2015 17:38:13 |--| STATUS : OK |--| CODE : Lbl9uu7g |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Axoulette
11-12-2015 17:45:52 |--| STATUS : OK |--| CODE : ahh9qujg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : YaMinoKuNi
11-12-2015 17:48:55 |--| STATUS : OK |--| CODE : urkcq3ag |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : xenon67
11-12-2015 17:51:28 |--| STATUS : OK |--| CODE : 9tumadws |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : fusion_iopdu49
11-12-2015 17:52:11 |--| STATUS : OK |--| CODE : wb3ptebg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : xenon67
11-12-2015 18:04:56 |--| STATUS : ERROR |--| CODE : BC9D6F88 |--| RATE : PAYPAL-10000 |--| COMPTElogin : Serious
11-12-2015 18:15:22 |--| STATUS : OK |--| CODE : 14e1uths |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : rheida5400
11-12-2015 18:16:15 |--| STATUS : OK |--| CODE : eatu9eks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : rheida5400
11-12-2015 18:29:40 |--| STATUS : ERROR |--| CODE : JJ84453514 |--| RATE : NEOSURF-2000 |--| COMPTElogin : kevine036
11-12-2015 18:39:33 |--| STATUS : OK |--| CODE : tr8u7j6s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : sherthon13
11-12-2015 18:52:28 |--| STATUS : OK |--| CODE : zd1fkc1g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : brandon1
11-12-2015 18:53:30 |--| STATUS : OK |--| CODE : qcw643pg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : brandon1
11-12-2015 19:12:46 |--| STATUS : OK |--| CODE : MHF1BWJG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
11-12-2015 19:13:49 |--| STATUS : OK |--| CODE : 7U7PENUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
11-12-2015 20:07:14 |--| STATUS : OK |--| CODE : 177bhmhg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Whousyydu59
11-12-2015 20:39:08 |--| STATUS : OK |--| CODE : CXG63TD9 |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : tintin1999
11-12-2015 20:51:36 |--| STATUS : OK |--| CODE : i46pzqes |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : ekjrstuv4
11-12-2015 21:00:55 |--| STATUS : OK |--| CODE : C5GWPKB6 |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : jocky774
11-12-2015 21:04:43 |--| STATUS : OK |--| CODE : CVJNRG9T |--| RATE : B2-CREDITCARD-800 |--| COMPTElogin : jocky774
11-12-2015 21:05:29 |--| STATUS : OK |--| CODE : gqt3wwkg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : ekjrstuv4
11-12-2015 21:23:46 |--| STATUS : OK |--| CODE : c831wuhs |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Caramels
11-12-2015 21:27:38 |--| STATUS : OK |--| CODE : ugtid2is |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Caramels
11-12-2015 21:35:59 |--| STATUS : ERROR |--| CODE : 656762 |--| RATE : B2-CREDITCARD-5000 |--| COMPTElogin : unde2
11-12-2015 21:58:40 |--| STATUS : OK |--| CODE : nu1cdius |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : iopecadu59
11-12-2015 22:05:47 |--| STATUS : OK |--| CODE : cmcqunps |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Jonathan62221r
11-12-2015 22:06:05 |--| STATUS : OK |--| CODE : g24ib27s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Jonathan62221r
11-12-2015 22:13:36 |--| STATUS : OK |--| CODE : ZF3GRUZG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Skozepvp
11-12-2015 22:34:10 |--| STATUS : OK |--| CODE : UWME1FRG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Skozepvp
11-12-2015 22:42:16 |--| STATUS : OK |--| CODE : 17w9nu1s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : NoglaGame
11-12-2015 22:42:35 |--| STATUS : OK |--| CODE : lu7iq6us |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : NoglaGame
11-12-2015 22:42:48 |--| STATUS : OK |--| CODE : ng74uews |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : NoglaGame
11-12-2015 22:44:47 |--| STATUS : OK |--| CODE : T9UH6Z9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : riricorleone
11-12-2015 22:46:03 |--| STATUS : OK |--| CODE : trg46u7g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : brandon1
11-12-2015 22:52:17 |--| STATUS : OK |--| CODE : nt8uwf7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
11-12-2015 22:53:15 |--| STATUS : OK |--| CODE : huqinj9g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
11-12-2015 22:54:10 |--| STATUS : OK |--| CODE : z7174wwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
11-12-2015 22:59:48 |--| STATUS : OK |--| CODE : u77t87jg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
11-12-2015 23:00:55 |--| STATUS : OK |--| CODE : tlqu8t6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
11-12-2015 23:04:28 |--| STATUS : OK |--| CODE : CXNQCR6B |--| RATE : B2-CREDITCARD-6000 |--| COMPTElogin : anarchytcd
11-12-2015 23:41:24 |--| STATUS : OK |--| CODE : CERC92QP |--| RATE : B2-CREDITCARD-1000 |--| COMPTElogin : miSTgun45
11-12-2015 23:58:47 |--| STATUS : OK |--| CODE : UWTG7BDG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : dandenkun123
11-12-2015 23:59:37 |--| STATUS : OK |--| CODE : 7I89TU4G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : dandenkun123
12-12-2015 00:10:47 |--| STATUS : OK |--| CODE : D838TUUG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
12-12-2015 00:11:48 |--| STATUS : OK |--| CODE : WN2BEC1G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
12-12-2015 01:17:55 |--| STATUS : ERROR |--| CODE : 8kia1ps |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : valdthebosss
12-12-2015 01:18:26 |--| STATUS : OK |--| CODE : 8kiaw1ps |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : valdthebosss
12-12-2015 01:18:51 |--| STATUS : OK |--| CODE : jeqf1izs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : valdthebosss
12-12-2015 01:31:27 |--| STATUS : OK |--| CODE : eduau8es |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : iAMZeus
12-12-2015 01:33:13 |--| STATUS : OK |--| CODE : hffnenks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : moifab
12-12-2015 01:34:07 |--| STATUS : OK |--| CODE : jzuwlgas |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : moifab
12-12-2015 01:34:43 |--| STATUS : OK |--| CODE : b7i7udgs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : moifab
12-12-2015 01:38:32 |--| STATUS : OK |--| CODE : mtgik7bg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : derka95
12-12-2015 03:05:14 |--| STATUS : OK |--| CODE :  C583647A |--| RATE : B2-CREDITCARD-3000 |--| COMPTElogin : securitue1
12-12-2015 06:45:08 |--| STATUS : OK |--| CODE : N4TPKRNQ |--| RATE : NEOSURF-1500 |--| COMPTElogin : bobleedoo
12-12-2015 09:45:41 |--| STATUS : OK |--| CODE : 7lajurus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : pommealpha57
12-12-2015 09:48:42 |--| STATUS : OK |--| CODE : jjta1ups |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : pommealpha57
12-12-2015 10:12:28 |--| STATUS : OK |--| CODE : ukjklrig |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
12-12-2015 10:14:03 |--| STATUS : OK |--| CODE : k8kkh77g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
12-12-2015 10:14:50 |--| STATUS : OK |--| CODE : cehauz3g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
12-12-2015 10:15:42 |--| STATUS : OK |--| CODE : 7gh67rhg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : juju811
12-12-2015 10:31:06 |--| STATUS : OK |--| CODE : F261ZBHG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : sylvain59287
12-12-2015 10:32:42 |--| STATUS : OK |--| CODE : UM7KUIZG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : sylvain59287
12-12-2015 10:33:49 |--| STATUS : OK |--| CODE : EARW9UZG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : sylvain59287
12-12-2015 10:36:29 |--| STATUS : OK |--| CODE : u2eect6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
12-12-2015 10:37:30 |--| STATUS : OK |--| CODE : b4fq726g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
12-12-2015 10:38:25 |--| STATUS : OK |--| CODE : jluazpcg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
12-12-2015 10:39:24 |--| STATUS : OK |--| CODE : u67k3tbg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : anthonyduprat
12-12-2015 10:42:32 |--| STATUS : OK |--| CODE : 26ii22cs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : pommealpha57
